Yaw
time,yaw\_input,yaw\_setpoint,rudder\_angle\_output,
seconds,rad,rad,rad,
3926.08173442,  0.77900000,  0.77960000,  0.00490000,
3926.18174005,  0.77990000,  0.78270000,  0.00480000,
3926.28175640,  0.78080000,  0.78600000,  0.01910000,
3926.38185930,  0.78150000,  0.78650000,  0.01930000,
3926.48167491,  0.78220000,  0.78610000,  0.01570000,
3926.58176637,  0.78270000,  0.78570000,  0.01820000,
3926.68228555,  0.78330000,  0.78400000,  0.00890000,
3926.78172970,  0.78390000,  0.78320000, -0.00430000,
3926.88199592,  0.78490000,  0.78150000, -0.02040000,
3926.98180604,  0.78620000,  0.77750000, -0.04810000,
3927.08176613,  0.78790000,  0.77520000, -0.06190000,
3927.18181729,  0.78940000,  0.77470000, -0.05970000,
3927.28176379,  0.79040000,  0.77480000, -0.04290000,
3927.38166451,  0.79100000,  0.76980000, -0.05900000,
3927.48176670,  0.79150000,  0.76660000, -0.05760000,
3927.58180094,  0.79170000,  0.76680000, -0.05030000,
3927.68200517,  0.79140000,  0.76480000, -0.03800000,
3927.78187537,  0.79090000,  0.76590000, -0.03320000,
3927.88185263,  0.79000000,  0.76560000, -0.00820000,
3927.98240256,  0.78860000,  0.76500000, -0.00960000,
3928.08234859,  0.78780000,  0.76530000, -0.01650000,
3928.18172884,  0.78660000,  0.76690000,  0.00250000,
3928.28175068,  0.78560000,  0.76600000, -0.00850000,
3928.38173532,  0.78490000,  0.76670000, -0.00870000,
3928.48254180,  0.78430000,  0.76670000, -0.01020000,
3928.58178806,  0.78360000,  0.76740000,  0.00280000,
3928.68177700,  0.78270000,  0.76740000,  0.00170000,
3928.78185058,  0.78190000,  0.76750000,  0.00630000,
3928.88225508,  0.78120000,  0.76690000,  0.00050000,
3928.98249483,  0.78060000,  0.76800000,  0.00600000,
3929.08287382,  0.78010000,  0.76900000,  0.00580000,
3929.18271208,  0.77980000,  0.76830000, -0.00720000,
3929.28175259,  0.77960000,  0.76860000, -0.00580000,
3929.38187766,  0.77960000,  0.76610000, -0.01550000,
3929.48219419,  0.77960000,  0.76600000, -0.01230000,
3929.58178473,  0.77950000,  0.76690000, -0.00830000,
3929.68179989,  0.77950000,  0.76750000, -0.01320000,
3929.78248262,  0.77970000,  0.76990000, -0.00560000,
3929.88177824,  0.77940000,  0.77120000,  0.01660000,
3929.98181009,  0.77870000,  0.77150000,  0.02760000,
3930.08170414,  0.77810000,  0.77110000,  0.02040000,
3930.18181801,  0.77770000,  0.77200000,  0.01960000,
3930.28188014,  0.77740000,  0.77490000,  0.01950000,
3930.38183594,  0.77770000,  0.77560000,  0.00410000,
3930.48180771,  0.77830000,  0.77480000, -0.00950000,
3930.58171034,  0.77910000,  0.77280000, -0.01550000,
3930.68216729,  0.77960000,  0.77240000, -0.01000000,
3930.78217530,  0.77970000,  0.76960000, -0.00670000,
3930.88190842,  0.77970000,  0.76840000, -0.00920000,
3930.98184490,  0.77970000,  0.76660000, -0.01240000,
3931.08179164,  0.77950000,  0.76590000, -0.00250000,
3931.18178940,  0.77880000,  0.76470000, -0.00050000,
3931.28191638,  0.77850000,  0.76350000, -0.01740000,
3931.38181186,  0.77830000,  0.76420000, -0.00470000,
3931.48170924,  0.77780000,  0.76410000, -0.00190000,
3931.58191109,  0.77730000,  0.76340000, -0.00110000,
3931.68175530,  0.77680000,  0.76320000, -0.01010000,
3931.78171015,  0.77670000,  0.76300000, -0.00970000,
3931.88195920,  0.77630000,  0.76280000,  0.00300000,
3931.98190284,  0.77570000,  0.76230000,  0.00040000,
3932.08179116,  0.77520000,  0.75970000, -0.00730000,
3932.18180656,  0.77500000,  0.75990000, -0.02250000,
3932.28180122,  0.77500000,  0.76030000, -0.01930000,
3932.38179708,  0.77500000,  0.75830000, -0.02500000,
3932.48180771,  0.77470000,  0.75600000, -0.02450000,
3932.58180666,  0.77450000,  0.75280000, -0.03130000,
3932.68289018,  0.77400000,  0.75390000, -0.02350000,
3932.78211164,  0.77370000,  0.74900000, -0.03830000,
3932.88174152,  0.77320000,  0.75030000, -0.03270000,
3932.98177028,  0.77280000,  0.74660000, -0.03830000,
3933.08260059,  0.77190000,  0.74570000, -0.02280000,
3933.18183875,  0.77100000,  0.74520000, -0.02620000,
3933.28177261,  0.76990000,  0.74240000, -0.02800000,
3933.38172317,  0.76910000,  0.74220000, -0.03900000,
3933.48232365,  0.76860000,  0.73840000, -0.04900000,
3933.58181453,  0.76770000,  0.73870000, -0.02290000,
3933.68181562,  0.76610000,  0.74000000, -0.00430000,
3933.78182650,  0.76470000,  0.73950000, -0.01540000,
3933.88180637,  0.76350000,  0.73890000, -0.01630000,
3933.98187566,  0.76250000,  0.73850000, -0.01590000,
3934.08188438,  0.76130000,  0.73830000, -0.00180000,
3934.18222213,  0.75990000,  0.74050000,  0.00750000,
3934.28271317,  0.75850000,  0.73990000,  0.01260000,
3934.38213992,  0.75720000,  0.74130000,  0.01340000,
3934.48182654,  0.75620000,  0.74250000,  0.01230000,
3934.58175445,  0.75540000,  0.74540000,  0.01410000,
3934.68177199,  0.75520000,  0.74700000,  0.00450000,
3934.78192258,  0.75510000,  0.74890000,  0.01100000,
3934.88177800,  0.75500000,  0.75190000,  0.02020000,
3934.98183227,  0.75450000,  0.75290000,  0.04570000,
3935.08176446,  0.75360000,  0.75540000,  0.05470000,
3935.18171668,  0.75300000,  0.75350000,  0.04280000,
3935.28177476,  0.75240000,  0.75500000,  0.04670000,
3935.38177156,  0.75220000,  0.75240000,  0.02610000,
3935.48176527,  0.75220000,  0.75360000,  0.02320000,
3935.58176756,  0.75260000,  0.75190000,  0.00840000,
3935.68234754,  0.75330000,  0.75560000,  0.01630000,
3935.78172660,  0.75360000,  0.75830000,  0.03250000,
3935.88203025,  0.75400000,  0.75910000,  0.02340000,
3935.98174930,  0.75470000,  0.75750000,  0.01430000,
3936.08175993,  0.75540000,  0.76370000,  0.02640000,
3936.18179631,  0.75620000,  0.76320000,  0.02590000,
3936.28187442,  0.75690000,  0.76460000,  0.02450000,
3936.38239789,  0.75780000,  0.76720000,  0.02710000,
3936.48177028,  0.75880000,  0.77250000,  0.03740000,
3936.58168221,  0.75970000,  0.77180000,  0.03220000,
3936.68176770,  0.76070000,  0.77190000,  0.03040000,
3936.78175950,  0.76160000,  0.77200000,  0.02240000,
3936.88173962,  0.76300000,  0.77190000,  0.00700000,
3936.98175120,  0.76460000,  0.77220000, -0.00040000,
3937.08171344,  0.76620000,  0.77190000, -0.01020000,
3937.18177915,  0.76780000,  0.77030000, -0.02070000,
3937.28179336,  0.76930000,  0.76820000, -0.01870000,
3937.38176274,  0.77050000,  0.76610000, -0.02240000,
3937.48172545,  0.77140000,  0.76520000, -0.01420000,
3937.58217311,  0.77180000,  0.76420000, -0.00910000,
3937.68184304,  0.77200000,  0.76320000, -0.00580000,
3937.78176546,  0.77220000,  0.76170000, -0.00920000,
3937.88174343,  0.77220000,  0.76110000, -0.01180000,
3937.98181534,  0.77240000,  0.76130000, -0.01650000,
3938.08181095,  0.77240000,  0.76070000, -0.00640000,
3938.18179941,  0.77220000,  0.76010000, -0.00050000,
3938.28236032,  0.77170000,  0.76100000,  0.00910000,
3938.38186407,  0.77120000,  0.76140000,  0.00910000,
3938.48230457,  0.77070000,  0.75950000, -0.00030000,
3938.58220696,  0.77030000,  0.75720000, -0.01760000,
3938.68227506,  0.77070000,  0.75120000, -0.04890000,
3938.78179383,  0.77090000,  0.75020000, -0.03630000,
3938.88223338,  0.77070000,  0.75020000, -0.02730000,
3938.98179984,  0.77010000,  0.75080000, -0.01240000,
3939.08179617,  0.76940000,  0.75010000, -0.01060000,
3939.18179011,  0.76860000,  0.75030000, -0.00800000,
3939.28183174,  0.76770000,  0.75020000,  0.00330000,
3939.38179255,  0.76670000,  0.74960000,  0.00250000,
3939.48174953,  0.76580000,  0.75080000,  0.01020000,
3939.58184457,  0.76480000,  0.75210000,  0.01790000,
3939.68180513,  0.76340000,  0.75460000,  0.04460000,
3939.78188229,  0.76220000,  0.75400000,  0.03380000,
3939.88175082,  0.76150000,  0.76030000,  0.03870000,
3939.98175144,  0.76120000,  0.76270000,  0.03280000,
3940.08174944,  0.76140000,  0.76510000,  0.02180000,
3940.18181777,  0.76200000,  0.76500000,  0.01400000,
3940.28189659,  0.76260000,  0.76720000,  0.02170000,
3940.38172293,  0.76320000,  0.76900000,  0.02710000,
3940.48175240,  0.76390000,  0.77120000,  0.02860000,
3940.58172131,  0.76490000,  0.77710000,  0.02570000,
3940.68176532,  0.76600000,  0.78070000,  0.03840000,
3940.78194952,  0.76690000,  0.78030000,  0.03910000,
3940.88177514,  0.76760000,  0.77940000,  0.03740000,
3940.98227715,  0.76840000,  0.77790000,  0.02700000,
3941.08171511,  0.76920000,  0.77630000,  0.01530000,
3941.18181896,  0.77040000,  0.78100000,  0.02270000,
3941.28214765,  0.77160000,  0.78060000,  0.01390000,
3941.38178349,  0.77290000,  0.78010000,  0.00500000,
3941.48169732,  0.77430000,  0.78050000,  0.00430000,
3941.58179164,  0.77530000,  0.78060000,  0.01400000,
3941.68224096,  0.77590000,  0.77970000,  0.03030000,
3941.78180528,  0.77630000,  0.78270000,  0.02130000,
3941.88174891,  0.77720000,  0.78360000,  0.01920000,
3941.98175001,  0.77770000,  0.78290000,  0.03050000,
3942.08182764,  0.77830000,  0.78380000,  0.01820000,
3942.18177581,  0.77910000,  0.78440000,  0.01910000,
3942.28236461,  0.77990000,  0.78430000,  0.00810000,
3942.38223720,  0.78110000,  0.78490000, -0.00040000,
3942.48171306,  0.78240000,  0.78320000, -0.01910000,
3942.58175826,  0.78420000,  0.78400000, -0.02990000,
3942.68183255,  0.78600000,  0.78440000, -0.03760000,
3942.78180122,  0.78780000,  0.78450000, -0.02690000,
3942.88181543,  0.78880000,  0.78510000, -0.01240000,
3942.98179412,  0.78960000,  0.78470000, -0.01200000,
3943.08180618,  0.79010000,  0.78390000, -0.00550000,
3943.18254590,  0.79040000,  0.78520000, -0.00190000,
3943.28178596,  0.79070000,  0.78270000, -0.00650000,
3943.38177228,  0.79080000,  0.78350000, -0.00030000,
3943.48173499,  0.79080000,  0.78120000, -0.00630000,
3943.58173037,  0.79090000,  0.77990000, -0.01650000,
3943.68177199,  0.79090000,  0.77730000, -0.00850000,
3943.78222632,  0.79060000,  0.77150000, -0.03530000,
3943.88187671,  0.79100000,  0.77410000, -0.03470000,
3943.98240352,  0.79110000,  0.77440000, -0.02310000,
3944.08220315,  0.79080000,  0.77190000, -0.01780000,
3944.18175483,  0.79000000,  0.77300000,  0.00210000,
3944.28242278,  0.78880000,  0.77160000,  0.01220000,
3944.38177609,  0.78740000,  0.76950000,  0.00990000,
3944.48176980,  0.78630000,  0.76740000, -0.00070000,
3944.58182144,  0.78510000,  0.76620000,  0.00170000,
3944.68169785,  0.78400000,  0.76160000, -0.00770000,
3944.78248405,  0.78250000,  0.76000000,  0.00160000,
3944.88171220,  0.78070000,  0.75530000, -0.00650000,
3944.98178768,  0.77930000,  0.74410000, -0.04180000,
3945.08244324,  0.77810000,  0.74400000, -0.04130000,
3945.18179917,  0.77680000,  0.74460000, -0.03560000,
3945.28228402,  0.77580000,  0.74260000, -0.05270000,
3945.38227010,  0.77510000,  0.74190000, -0.06360000,
3945.48205924,  0.77460000,  0.73420000, -0.07110000,
3945.58173800,  0.77410000,  0.73990000, -0.06020000,
3945.68252635,  0.77320000,  0.74500000, -0.02510000,
3945.78188753,  0.77190000,  0.74320000, -0.02040000,
3945.88177896,  0.77040000,  0.74340000, -0.00840000,
3945.98226380,  0.76880000,  0.74430000,  0.00090000,
3946.08172941,  0.76700000,  0.74270000,  0.00170000,
3946.18210578,  0.76560000,  0.73970000, -0.01360000,
3946.28173089,  0.76410000,  0.74230000,  0.00390000,
3946.38178468,  0.76270000,  0.74090000, -0.00170000,
3946.48172688,  0.76140000,  0.74350000,  0.01490000,
3946.58173132,  0.76000000,  0.74320000,  0.02020000,
3946.68208694,  0.75850000,  0.74540000,  0.02690000,
3946.78228378,  0.75720000,  0.74540000,  0.02690000,
3946.88176060,  0.75580000,  0.74600000,  0.03640000,
3946.98175025,  0.75460000,  0.74780000,  0.03710000,
3947.08169055,  0.75350000,  0.74830000,  0.04030000,
3947.18173122,  0.75270000,  0.74860000,  0.02600000,
3947.28178215,  0.75210000,  0.74740000,  0.03880000,
3947.38211727,  0.75110000,  0.74770000,  0.04090000,
3947.48225474,  0.75020000,  0.74790000,  0.03800000,
3947.58173466,  0.74960000,  0.74330000,  0.01730000,
3947.68180299,  0.74950000,  0.74310000,  0.00910000,
3947.78176403,  0.74930000,  0.74480000,  0.01680000,
3947.88174248,  0.74920000,  0.74650000,  0.01930000,
3947.98172832,  0.74900000,  0.74460000,  0.01620000,
3948.08238435,  0.74900000,  0.74720000,  0.01320000,
3948.18176770,  0.74900000,  0.74630000,  0.01390000,
3948.28219390,  0.74920000,  0.74180000, -0.01260000,
3948.38222504,  0.74940000,  0.74060000, -0.00910000,
3948.48232722,  0.74920000,  0.73550000, -0.01850000,
3948.58183336,  0.74950000,  0.72910000, -0.04400000,
3948.68179774,  0.74950000,  0.73140000, -0.02570000,
3948.78171849,  0.74920000,  0.72910000, -0.02800000,
3948.88171387,  0.74880000,  0.72870000, -0.01990000,
3948.98226190,  0.74820000,  0.72850000, -0.01540000,
3949.08198333,  0.74750000,  0.72940000, -0.00690000,
3949.18248320,  0.74680000,  0.73290000,  0.00320000,
3949.28180289,  0.74610000,  0.73300000,  0.00610000,
3949.38252425,  0.74550000,  0.73460000,  0.00590000,
3949.48220062,  0.74500000,  0.73390000,  0.00840000,
3949.58178425,  0.74450000,  0.73500000,  0.00600000,
3949.68173385,  0.74390000,  0.73290000,  0.01780000,
3949.78179598,  0.74300000,  0.73180000,  0.01870000,
3949.88173676,  0.74200000,  0.73670000,  0.03660000,
3949.98251677,  0.74130000,  0.73340000,  0.01640000,
3950.08180261,  0.74100000,  0.73450000,  0.01070000,
3950.18180275,  0.74090000,  0.73650000,  0.01550000,
3950.28173447,  0.74070000,  0.73800000,  0.02160000,
3950.38180017,  0.74050000,  0.73790000,  0.02030000,
3950.48209333,  0.74030000,  0.73610000,  0.01150000,
3950.58177710,  0.74050000,  0.73400000,  0.00110000,
3950.68178201,  0.74060000,  0.73620000,  0.00680000,
3950.78209448,  0.74060000,  0.73660000,  0.01980000,
3950.88206792,  0.74020000,  0.73740000,  0.02990000,
3950.98226380,  0.73960000,  0.73870000,  0.04460000,
3951.08234477,  0.73890000,  0.74030000,  0.04650000,
3951.18181086,  0.73850000,  0.73940000,  0.03490000,
3951.28226399,  0.73830000,  0.74240000,  0.04920000,
3951.38169599,  0.73790000,  0.74530000,  0.05040000,
3951.48211217,  0.73810000,  0.74750000,  0.04890000,
3951.58179379,  0.73810000,  0.74890000,  0.05780000,
3951.68171382,  0.73860000,  0.75120000,  0.03770000,
3951.78174162,  0.73950000,  0.74930000,  0.01350000,
3951.88186955,  0.74100000,  0.75150000,  0.01560000,
3951.98209071,  0.74230000,  0.75270000,  0.01490000,
3952.08205914,  0.74370000,  0.75430000,  0.01680000,
3952.18226838,  0.74470000,  0.75420000,  0.02550000,
3952.28176165,  0.74570000,  0.75250000,  0.01280000,
3952.38177443,  0.74720000,  0.75690000,  0.00030000,
3952.48179436,  0.74890000,  0.75850000,  0.00590000,
3952.58222580,  0.75050000,  0.75840000, -0.00500000,
3952.68263340,  0.75210000,  0.75920000,  0.00240000,
3952.78181887,  0.75340000,  0.75890000,  0.00660000,
3952.88260984,  0.75430000,  0.75930000,  0.01250000,
3952.98176122,  0.75520000,  0.75930000,  0.01210000,
3953.08217478,  0.75580000,  0.75850000,  0.01310000,
3953.18190980,  0.75660000,  0.75830000,  0.00270000,
3953.28177333,  0.75740000,  0.75970000,  0.00790000,
3953.38176107,  0.75820000,  0.76010000,  0.00760000,
3953.48239207,  0.75900000,  0.76170000,  0.00830000,
3953.58220935,  0.75980000,  0.76290000,  0.00490000,
3953.68211460,  0.76070000,  0.76110000,  0.00020000,
3953.78249192,  0.76170000,  0.76310000, -0.00660000,
3953.88183427,  0.76290000,  0.76460000, -0.00130000,
3953.98183441,  0.76400000,  0.76840000, -0.00030000,
3954.08180165,  0.76520000,  0.76830000, -0.00600000,
3954.18176913,  0.76660000,  0.76670000, -0.01730000,
3954.28173566,  0.76800000,  0.76710000, -0.01770000,
3954.38176394,  0.76930000,  0.77250000,  0.00260000,
3954.48173833,  0.77030000,  0.77020000, -0.00740000,
3954.58182096,  0.77140000,  0.77200000, -0.00590000,
3954.68171096,  0.77230000,  0.77130000, -0.00440000,
3954.78245020,  0.77320000,  0.77010000, -0.00830000,
3954.88178182,  0.77390000,  0.77410000,  0.00520000,
3954.98179674,  0.77460000,  0.77330000, -0.00210000,
3955.08179379,  0.77520000,  0.77270000,  0.00360000,
3955.18223310,  0.77540000,  0.77140000,  0.00180000,
3955.28213096,  0.77580000,  0.76790000, -0.01290000,
3955.38172674,  0.77600000,  0.76660000, -0.00650000,
3955.48260045,  0.77620000,  0.76750000, -0.01470000,
3955.58213139,  0.77680000,  0.76790000, -0.02070000,
3955.68216038,  0.77740000,  0.76850000, -0.01920000,
3955.78183365,  0.77790000,  0.76880000, -0.01420000,
3955.88179302,  0.77810000,  0.76910000, -0.00590000,
3955.98181605,  0.77810000,  0.76870000, -0.00390000,
3956.08190513,  0.77810000,  0.77070000,  0.00720000,
3956.18175459,  0.77800000,  0.77240000,  0.01200000,
3956.28180766,  0.77780000,  0.77300000,  0.01670000,
3956.38174510,  0.77750000,  0.77350000,  0.02020000,
3956.48170543,  0.77730000,  0.77490000,  0.02540000,
3956.58215213,  0.77700000,  0.77470000,  0.02090000,
3956.68172097,  0.77700000,  0.77460000,  0.01410000,
3956.78179908,  0.77740000,  0.77300000,  0.00290000,
3956.88174844,  0.77790000,  0.78170000,  0.02090000,
3956.98178363,  0.77860000,  0.78110000,  0.00420000,
3957.08184314,  0.77920000,  0.77780000,  0.00720000,
3957.18180013,  0.77960000,  0.77570000, -0.00080000,
3957.28182459,  0.78030000,  0.77780000, -0.00210000,
3957.38172269,  0.78110000,  0.78140000,  0.00460000,
3957.48169780,  0.78170000,  0.78270000,  0.00570000,
3957.58187270,  0.78260000,  0.78190000, -0.00670000,
3957.68169427,  0.78360000,  0.78210000, -0.00940000,
3957.78172493,  0.78450000,  0.78160000, -0.01520000,
3957.88179660,  0.78540000,  0.78000000, -0.02070000,
3957.98167944,  0.78620000,  0.77800000, -0.02940000,
3958.08208466,  0.78750000,  0.77530000, -0.05580000,
3958.18185520,  0.78850000,  0.77490000, -0.03480000,
3958.28174591,  0.78860000,  0.77260000, -0.02060000,
3958.38183928,  0.78840000,  0.77130000, -0.02900000,
3958.48180914,  0.78840000,  0.76730000, -0.02820000,
3958.58180666,  0.78780000,  0.76970000, -0.01110000,
3958.68226075,  0.78690000,  0.77000000,  0.00580000,
3958.78207707,  0.78560000,  0.76690000, -0.00040000,
3958.88174295,  0.78470000,  0.76460000, -0.00450000,
3958.98174810,  0.78350000,  0.76670000,  0.00830000,
3959.08177567,  0.78220000,  0.76550000,  0.01320000,
3959.18181992,  0.78080000,  0.76560000,  0.01650000,
3959.28179836,  0.77960000,  0.76270000,  0.01160000,
3959.38172698,  0.77820000,  0.76240000,  0.01790000,
3959.48221087,  0.77690000,  0.76220000,  0.01820000,
3959.58173275,  0.77570000,  0.76130000,  0.01650000,
3959.68170881,  0.77450000,  0.76270000,  0.02850000,
3959.78181100,  0.77310000,  0.76320000,  0.03760000,
3959.88174295,  0.77170000,  0.76630000,  0.04990000,
3959.98179841,  0.77040000,  0.76510000,  0.04490000,
3960.08244514,  0.76930000,  0.76740000,  0.04020000,
3960.18169212,  0.76900000,  0.76530000,  0.01370000,
3960.28172040,  0.76910000,  0.76470000,  0.00400000,
3960.38181710,  0.76920000,  0.76430000,  0.00770000,
3960.48241043,  0.76930000,  0.76320000,  0.00700000,
3960.58181787,  0.76940000,  0.76390000,  0.00880000,
3960.68178868,  0.76930000,  0.76770000,  0.02700000,
3960.78174186,  0.76920000,  0.77030000,  0.02360000,
3960.88209820,  0.76960000,  0.77100000,  0.01150000,
3960.98254037,  0.77030000,  0.77140000,  0.00620000,
3961.08176136,  0.77080000,  0.77210000,  0.01590000,
3961.18183899,  0.77110000,  0.77100000,  0.01510000,
3961.28174210,  0.77130000,  0.77120000,  0.02160000,
3961.38180614,  0.77140000,  0.77120000,  0.01520000,
3961.48220944,  0.77190000,  0.77120000,  0.00490000,
3961.58173704,  0.77250000,  0.77180000,  0.00480000,
3961.68179107,  0.77320000,  0.77240000, -0.00250000,
3961.78181648,  0.77400000,  0.77290000, -0.00370000,
3961.88179064,  0.77470000,  0.77270000,  0.00040000,
3961.98170304,  0.77530000,  0.77420000,  0.00920000,
3962.08218741,  0.77550000,  0.77530000,  0.02180000,
3962.18179536,  0.77560000,  0.77650000,  0.02180000,
3962.28179455,  0.77560000,  0.77720000,  0.03170000,
3962.38183498,  0.77560000,  0.77650000,  0.02680000,
3962.48178840,  0.77570000,  0.78130000,  0.04070000,
3962.58182573,  0.77580000,  0.78130000,  0.03370000,
3962.68186140,  0.77570000,  0.78150000,  0.03810000,
3962.78181219,  0.77620000,  0.77190000,  0.00240000,
3962.88217616,  0.77650000,  0.78110000,  0.02750000,
3962.98180270,  0.77690000,  0.78140000,  0.02830000,
3963.08180904,  0.77730000,  0.78340000,  0.02670000,
3963.18184114,  0.77790000,  0.78340000,  0.02070000,
3963.28183556,  0.77850000,  0.78400000,  0.01190000,
3963.38173962,  0.77950000,  0.77720000, -0.01480000,
3963.48183608,  0.78040000,  0.77590000, -0.01460000,
3963.58170772,  0.78110000,  0.77420000, -0.01260000,
3963.68226576,  0.78150000,  0.77340000, -0.01120000,
3963.78183317,  0.78200000,  0.77370000, -0.01770000,
3963.88207293,  0.78260000,  0.77280000, -0.02080000,
3963.98183608,  0.78310000,  0.77450000, -0.01910000,
3964.08178568,  0.78360000,  0.77590000, -0.00990000,
3964.18242431,  0.78340000,  0.77470000,  0.01540000,
3964.28171873,  0.78290000,  0.77320000,  0.00400000,
3964.38169098,  0.78270000,  0.77520000,  0.01240000,
3964.48179221,  0.78230000,  0.77770000,  0.02290000,
3964.58182907,  0.78220000,  0.77930000,  0.01620000,
3964.68170571,  0.78210000,  0.78540000,  0.03560000,
3964.78211093,  0.78210000,  0.78380000,  0.02970000,
3964.88174462,  0.78200000,  0.78600000,  0.04480000,
3964.98180556,  0.78180000,  0.78980000,  0.04820000,
3965.08181000,  0.78190000,  0.79140000,  0.05560000,
3965.18175483,  0.78150000,  0.78560000,  0.03830000,
3965.28174400,  0.78150000,  0.78830000,  0.04620000,
3965.38174343,  0.78150000,  0.78680000,  0.03310000,
3965.48243427,  0.78180000,  0.78630000,  0.02750000,
3965.58181572,  0.78230000,  0.78860000,  0.02530000,
3965.68191171,  0.78280000,  0.78810000,  0.02450000,
3965.78175783,  0.78350000,  0.78850000,  0.01280000,
3965.88182569,  0.78440000,  0.79110000,  0.01890000,
3965.98184729,  0.78540000,  0.79210000,  0.01240000,
3966.08225131,  0.78640000,  0.79350000,  0.01430000,
3966.18177009,  0.78740000,  0.79360000,  0.01410000,
3966.28239989,  0.78830000,  0.79330000,  0.01150000,
3966.38173795,  0.78920000,  0.79370000,  0.01120000,
3966.48178029,  0.79000000,  0.79360000,  0.00710000,
3966.58173132,  0.79100000,  0.79390000,  0.00420000,
3966.68170333,  0.79200000,  0.79410000, -0.00160000,
3966.78204799,  0.79330000,  0.79420000, -0.01280000,
3966.88178730,  0.79460000,  0.79570000, -0.00750000,
3966.98171210,  0.79560000,  0.79700000,  0.00120000,
3967.08169222,  0.79650000,  0.79690000, -0.00070000,
3967.18171716,  0.79730000,  0.79730000, -0.00500000,
3967.28173280,  0.79840000,  0.79640000, -0.00780000,
3967.38223076,  0.79930000,  0.79920000, -0.01390000,
3967.48174453,  0.80060000,  0.79580000, -0.02870000,
3967.58169079,  0.80180000,  0.79520000, -0.02660000,
3967.68174362,  0.80270000,  0.79710000, -0.01260000,
3967.78179789,  0.80310000,  0.79790000,  0.00320000,
3967.88176036,  0.80320000,  0.79810000,  0.00720000,
3967.98167109,  0.80330000,  0.80210000,  0.01830000,
3968.08179522,  0.80340000,  0.80360000,  0.02800000,
3968.18173718,  0.80310000,  0.80280000,  0.02960000,
3968.28181982,  0.80300000,  0.80310000,  0.02180000,
3968.38225389,  0.80330000,  0.80290000,  0.01230000,
3968.48173881,  0.80370000,  0.80410000,  0.01200000,
3968.58171058,  0.80410000,  0.80380000,  0.01910000,
3968.68217421,  0.80410000,  0.80520000,  0.02870000,
3968.78172278,  0.80420000,  0.80630000,  0.02270000,
3968.88175392,  0.80460000,  0.80680000,  0.01650000,
3968.98179722,  0.80510000,  0.80780000,  0.01760000,
3969.08176398,  0.80560000,  0.80900000,  0.01970000,
3969.18180680,  0.80610000,  0.80990000,  0.02280000,
3969.28234577,  0.80650000,  0.81010000,  0.02460000,
3969.38171101,  0.80680000,  0.81060000,  0.03200000,
3969.48176074,  0.80670000,  0.81100000,  0.04100000,
3969.58235121,  0.80660000,  0.81040000,  0.03350000,
3969.68216872,  0.80720000,  0.80980000, -0.00170000,
3969.78170228,  0.80850000,  0.81150000,  0.00270000,
3969.88216686,  0.80920000,  0.81200000,  0.01090000,
3969.98243451,  0.80980000,  0.81240000,  0.01720000,
3970.08176136,  0.81020000,  0.81140000,  0.00570000,
3970.18177748,  0.81130000,  0.81000000, -0.01510000,
3970.28176308,  0.81250000,  0.81080000, -0.02160000,
3970.38172412,  0.81380000,  0.81040000, -0.02200000,
3970.48241735,  0.81490000,  0.81160000, -0.01340000,
3970.58169818,  0.81540000,  0.80950000, -0.00210000,
3970.68173528,  0.81530000,  0.80700000, -0.00090000,
3970.78171682,  0.81530000,  0.80590000, -0.00560000,
3970.88172746,  0.81550000,  0.80610000, -0.01260000,
3970.98179436,  0.81580000,  0.80570000, -0.01170000,
3971.08176970,  0.81600000,  0.80610000, -0.01230000,
3971.18176723,  0.81630000,  0.80690000, -0.00930000,
3971.28182149,  0.81630000,  0.80770000,  0.00100000,
3971.38179660,  0.81620000,  0.80850000,  0.00370000,
3971.48171544,  0.81600000,  0.80880000,  0.00640000,
3971.58191919,  0.81600000,  0.80810000, -0.00480000,
3971.68188882,  0.81630000,  0.80890000, -0.00590000,
3971.78188682,  0.81640000,  0.80690000, -0.00160000,
3971.88180375,  0.81630000,  0.80770000,  0.00480000,
3971.98174047,  0.81610000,  0.81020000,  0.01110000,
3972.08190823,  0.81600000,  0.81150000,  0.01690000,
3972.18230772,  0.81600000,  0.81220000,  0.00880000,
3972.28171778,  0.81570000,  0.81260000,  0.03260000,
3972.38176227,  0.81510000,  0.81230000,  0.03300000,
3972.48176098,  0.81470000,  0.81370000,  0.02660000,
3972.58197236,  0.81500000,  0.81510000,  0.00690000,
3972.68180490,  0.81570000,  0.81500000, -0.00610000,
3972.78169227,  0.81660000,  0.81350000, -0.01200000,
3972.88235450,  0.81780000,  0.81500000, -0.01890000,
3972.98165846,  0.81890000,  0.81790000, -0.01010000,
3973.08204651,  0.81970000,  0.81980000,  0.00750000,
3973.18194962,  0.82010000,  0.82040000,  0.01500000,
3973.28175068,  0.82020000,  0.81960000,  0.02000000,
3973.38172698,  0.82030000,  0.81950000,  0.01970000,
3973.48178673,  0.82030000,  0.81980000,  0.02290000,
3973.58175468,  0.82030000,  0.82060000,  0.02480000,
3973.68176532,  0.82020000,  0.82120000,  0.03780000,
3973.78173423,  0.81970000,  0.82250000,  0.04460000,
3973.88176680,  0.81940000,  0.82330000,  0.04690000,
3973.98178887,  0.81920000,  0.82440000,  0.04060000,
3974.08173347,  0.81930000,  0.82490000,  0.03120000,
