flaps
time,port,starboard,top,bottom,
seconds,rad,rad,rad,rad,
3069.78226304,  0.14460000, -0.14460000,  0.01110000, -0.01110000,
3069.88290954,  0.14120000, -0.14120000, -0.00490000,  0.00490000,
3069.98317838,  0.13490000, -0.13490000, -0.01620000,  0.01620000,
3070.08453131,  0.13400000, -0.13400000, -0.02630000,  0.02630000,
3070.18249345,  0.11400000, -0.11400000, -0.03050000,  0.03050000,
3070.28324199,  0.11810000, -0.11810000, -0.04370000,  0.04370000,
3070.38275790,  0.10960000, -0.10960000, -0.04410000,  0.04410000,
3070.48221445,  0.10510000, -0.10510000, -0.04670000,  0.04670000,
3070.58223057,  0.09630000, -0.09630000, -0.05130000,  0.05130000,
3070.68260717,  0.09480000, -0.09480000, -0.05590000,  0.05590000,
3070.78268957,  0.08570000, -0.08570000, -0.05560000,  0.05560000,
3070.88343787,  0.07800000, -0.07800000, -0.05690000,  0.05690000,
3070.98284101,  0.08650000, -0.08650000, -0.05470000,  0.05470000,
3071.08364916,  0.09420000, -0.09420000, -0.04210000,  0.04210000,
3071.18288875,  0.09690000, -0.09690000, -0.03590000,  0.03590000,
3071.28511834,  0.11560000, -0.11560000, -0.02330000,  0.02330000,
3071.38313222,  0.11530000, -0.11530000, -0.02050000,  0.02050000,
3071.48449874,  0.12840000, -0.12840000, -0.01330000,  0.01330000,
3071.58253002,  0.13480000, -0.13480000, -0.00210000,  0.00210000,
3071.68268538,  0.13810000, -0.13810000, -0.01180000,  0.01180000,
3071.78404450,  0.13300000, -0.13300000, -0.00370000,  0.00370000,
3071.88281679,  0.13920000, -0.13920000,  0.03380000, -0.03380000,
3071.98249030,  0.14210000, -0.14210000,  0.03800000, -0.03800000,
3072.08240819,  0.14950000, -0.14950000,  0.04240000, -0.04240000,
3072.18237281,  0.14860000, -0.14860000,  0.04070000, -0.04070000,
3072.28277826,  0.14220000, -0.14220000,  0.02680000, -0.02680000,
3072.38252568,  0.12660000, -0.12660000,  0.03140000, -0.03140000,
3072.48268461,  0.12640000, -0.12640000,  0.02420000, -0.02420000,
3072.58383751,  0.12300000, -0.12300000,  0.02000000, -0.02000000,
3072.68280387,  0.11450000, -0.11450000,  0.02620000, -0.02620000,
3072.78236938,  0.10150000, -0.10150000,  0.02230000, -0.02230000,
3072.88245320,  0.11030000, -0.11030000,  0.02260000, -0.02260000,
3072.98325348,  0.11710000, -0.11710000,  0.02330000, -0.02330000,
3073.08241367,  0.13300000, -0.13300000,  0.01780000, -0.01780000,
3073.18409824,  0.13670000, -0.13670000,  0.01020000, -0.01020000,
3073.28266335,  0.14680000, -0.14680000,  0.00600000, -0.00600000,
3073.38306403,  0.15170000, -0.15170000,  0.01380000, -0.01380000,
3073.48274302,  0.14820000, -0.14820000,  0.00720000, -0.00720000,
3073.58321071,  0.14870000, -0.14870000, -0.00110000,  0.00110000,
3073.68235898,  0.14110000, -0.14110000, -0.00870000,  0.00870000,
3073.78386140,  0.13550000, -0.13550000, -0.02110000,  0.02110000,
3073.88362861,  0.12540000, -0.12540000, -0.02080000,  0.02080000,
3073.98253345,  0.10780000, -0.10780000, -0.02450000,  0.02450000,
3074.08322811,  0.10350000, -0.10350000, -0.02320000,  0.02320000,
3074.18245530,  0.08970000, -0.08970000, -0.01170000,  0.01170000,
3074.28313518,  0.09960000, -0.09960000, -0.00920000,  0.00920000,
3074.38262153,  0.09270000, -0.09270000, -0.00720000,  0.00720000,
3074.48318648,  0.09170000, -0.09170000, -0.00480000,  0.00480000,
3074.58299899,  0.09420000, -0.09420000, -0.01300000,  0.01300000,
3074.68237591,  0.09630000, -0.09630000, -0.00990000,  0.00990000,
3074.78237057,  0.08720000, -0.08720000, -0.00470000,  0.00470000,
3074.88416696,  0.09510000, -0.09510000, -0.01010000,  0.01010000,
3074.98301172,  0.10030000, -0.10030000, -0.01340000,  0.01340000,
3075.08272839,  0.10310000, -0.10310000, -0.00810000,  0.00810000,
3075.18257213,  0.11400000, -0.11400000, -0.00320000,  0.00320000,
3075.28389883,  0.11400000, -0.11400000,  0.00620000, -0.00620000,
3075.38300943,  0.10960000, -0.10960000,  0.00960000, -0.00960000,
3075.48381853,  0.11810000, -0.11810000,  0.00830000, -0.00830000,
3075.58300686,  0.12140000, -0.12140000,  0.01510000, -0.01510000,
3075.68357992,  0.12170000, -0.12170000, -0.00950000,  0.00950000,
3075.78322220,  0.13020000, -0.13020000, -0.00600000,  0.00600000,
3075.88338614,  0.13530000, -0.13530000,  0.00540000, -0.00540000,
3075.98280120,  0.13150000, -0.13150000, -0.00160000,  0.00160000,
3076.08245277,  0.14050000, -0.14050000,  0.01490000, -0.01490000,
3076.18276882,  0.14710000, -0.14710000,  0.00190000, -0.00190000,
3076.28410435,  0.16780000, -0.16780000, -0.00940000,  0.00940000,
3076.38280654,  0.15510000, -0.15510000, -0.00250000,  0.00250000,
3076.48365259,  0.15180000, -0.15180000, -0.00090000,  0.00090000,
3076.58261967,  0.15440000, -0.15440000, -0.01910000,  0.01910000,
3076.68363786,  0.15130000, -0.15130000, -0.03420000,  0.03420000,
3076.78368640,  0.14700000, -0.14700000, -0.02530000,  0.02530000,
3076.88237000,  0.14190000, -0.14190000, -0.02970000,  0.02970000,
3076.98387337,  0.12850000, -0.12850000, -0.03900000,  0.03900000,
3077.08370042,  0.11080000, -0.11080000, -0.03660000,  0.03660000,
3077.18235469,  0.10510000, -0.10510000, -0.02530000,  0.02530000,
3077.28380656,  0.10500000, -0.10500000, -0.02570000,  0.02570000,
3077.38246346,  0.09820000, -0.09820000, -0.01390000,  0.01390000,
3077.48243761,  0.10840000, -0.10840000, -0.01550000,  0.01550000,
3077.58383751,  0.10370000, -0.10370000, -0.02050000,  0.02050000,
3077.68226910,  0.09600000, -0.09600000, -0.03730000,  0.03730000,
3077.78289390,  0.08530000, -0.08530000, -0.03510000,  0.03510000,
3077.88245845,  0.10130000, -0.10130000, -0.03690000,  0.03690000,
3077.98281455,  0.08710000, -0.08710000, -0.02630000,  0.02630000,
3078.08384275,  0.07810000, -0.07810000,  0.00100000, -0.00100000,
3078.18252778,  0.08060000, -0.08060000, -0.01210000,  0.01210000,
3078.28250289,  0.08760000, -0.08760000, -0.02200000,  0.02200000,
3078.38372779,  0.07450000, -0.07450000, -0.01510000,  0.01510000,
3078.48352313,  0.06750000, -0.06750000,  0.01530000, -0.01530000,
3078.58267403,  0.07980000, -0.07980000,  0.01290000, -0.01290000,
3078.68232846,  0.08740000, -0.08740000,  0.01060000, -0.01060000,
3078.78328848,  0.09260000, -0.09260000,  0.01210000, -0.01210000,
3078.88259745,  0.12030000, -0.12030000, -0.01300000,  0.01300000,
3078.98309565,  0.12960000, -0.12960000, -0.01800000,  0.01800000,
3079.08355379,  0.12950000, -0.12950000, -0.02580000,  0.02580000,
3079.18249273,  0.13820000, -0.13820000, -0.01120000,  0.01120000,
3079.28250718,  0.14740000, -0.14740000, -0.01450000,  0.01450000,
3079.38278747,  0.15090000, -0.15090000, -0.01240000,  0.01240000,
3079.48378921,  0.14660000, -0.14660000, -0.00140000,  0.00140000,
3079.58259439,  0.13670000, -0.13670000,  0.01830000, -0.01830000,
3079.68369436,  0.13510000, -0.13510000,  0.02510000, -0.02510000,
3079.78316665,  0.11710000, -0.11710000,  0.02210000, -0.02210000,
3079.88363862,  0.11010000, -0.11010000,  0.02320000, -0.02320000,
3079.98362541,  0.11460000, -0.11460000,  0.01070000, -0.01070000,
3080.08276439,  0.13680000, -0.13680000, -0.02050000,  0.02050000,
3080.18371773,  0.15280000, -0.15280000, -0.01960000,  0.01960000,
3080.28270078,  0.13020000, -0.13020000, -0.01280000,  0.01280000,
3080.38327456,  0.14100000, -0.14100000, -0.01520000,  0.01520000,
3080.48255825,  0.14190000, -0.14190000, -0.02110000,  0.02110000,
3080.58320546,  0.13570000, -0.13570000, -0.00720000,  0.00720000,
3080.68253517,  0.11830000, -0.11830000, -0.00800000,  0.00800000,
3080.78373647,  0.10940000, -0.10940000, -0.00630000,  0.00630000,
3080.88277364,  0.11280000, -0.11280000, -0.00790000,  0.00790000,
3080.98347831,  0.10480000, -0.10480000,  0.00830000, -0.00830000,
3081.08341360,  0.10770000, -0.10770000,  0.00960000, -0.00960000,
3081.18283868,  0.10430000, -0.10430000,  0.01450000, -0.01450000,
3081.28227115,  0.10360000, -0.10360000,  0.00130000, -0.00130000,
3081.38392186,  0.11090000, -0.11090000,  0.02270000, -0.02270000,
3081.48329353,  0.12010000, -0.12010000,  0.02260000, -0.02260000,
3081.58248544,  0.11460000, -0.11460000,  0.00840000, -0.00840000,
3081.68302321,  0.11900000, -0.11900000,  0.00370000, -0.00370000,
3081.78250146,  0.10890000, -0.10890000,  0.00280000, -0.00280000,
3081.88333797,  0.11560000, -0.11560000, -0.00790000,  0.00790000,
3081.98290753,  0.11800000, -0.11800000, -0.01410000,  0.01410000,
3082.08235312,  0.12060000, -0.12060000, -0.01440000,  0.01440000,
3082.18378663,  0.12210000, -0.12210000, -0.01380000,  0.01380000,
3082.28498101,  0.13050000, -0.13050000, -0.01910000,  0.01910000,
3082.38241172,  0.12350000, -0.12350000, -0.02110000,  0.02110000,
3082.48311877,  0.12790000, -0.12790000, -0.01610000,  0.01610000,
3082.58333230,  0.11810000, -0.11810000, -0.01220000,  0.01220000,
3082.68253374,  0.11400000, -0.11400000, -0.01470000,  0.01470000,
3082.78236151,  0.10690000, -0.10690000, -0.01710000,  0.01710000,
3082.88284898,  0.10590000, -0.10590000, -0.02580000,  0.02580000,
3082.98344135,  0.10480000, -0.10480000, -0.02730000,  0.02730000,
3083.08244920,  0.09960000, -0.09960000, -0.03600000,  0.03600000,
3083.18328381,  0.10030000, -0.10030000, -0.04260000,  0.04260000,
3083.28293276,  0.09730000, -0.09730000, -0.03470000,  0.03470000,
3083.38264251,  0.09360000, -0.09360000, -0.03080000,  0.03080000,
3083.48339915,  0.09400000, -0.09400000, -0.01760000,  0.01760000,
3083.58240247,  0.09670000, -0.09670000, -0.00890000,  0.00890000,
3083.68364882,  0.10580000, -0.10580000, -0.02890000,  0.02890000,
3083.78326631,  0.11870000, -0.11870000, -0.02650000,  0.02650000,
3083.88254571,  0.12330000, -0.12330000, -0.02600000,  0.02600000,
3083.98290181,  0.12240000, -0.12240000, -0.02490000,  0.02490000,
3084.08235121,  0.13100000, -0.13100000, -0.00800000,  0.00800000,
3084.18256974,  0.13420000, -0.13420000,  0.00460000, -0.00460000,
3084.28355503,  0.15000000, -0.15000000,  0.01820000, -0.01820000,
3084.38273287,  0.15440000, -0.15440000,  0.01860000, -0.01860000,
3084.48430896,  0.15570000, -0.15570000,  0.01840000, -0.01840000,
3084.58289003,  0.15410000, -0.15410000,  0.00050000, -0.00050000,
3084.68356442,  0.15480000, -0.15480000, -0.01110000,  0.01110000,
3084.78230953,  0.14800000, -0.14800000, -0.01840000,  0.01840000,
3084.88265610,  0.14640000, -0.14640000,  0.00110000, -0.00110000,
3084.98259926,  0.14770000, -0.14770000,  0.01690000, -0.01690000,
3085.08260202,  0.14190000, -0.14190000,  0.01620000, -0.01620000,
3085.18421578,  0.13610000, -0.13610000,  0.02620000, -0.02620000,
3085.28216314,  0.13190000, -0.13190000,  0.03120000, -0.03120000,
3085.38269806,  0.12770000, -0.12770000, -0.00150000,  0.00150000,
3085.48382831,  0.12660000, -0.12660000, -0.01300000,  0.01300000,
3085.58337831,  0.10880000, -0.10880000, -0.00690000,  0.00690000,
3085.68381310,  0.10610000, -0.10610000, -0.01100000,  0.01100000,
3085.78310347,  0.09290000, -0.09290000, -0.01340000,  0.01340000,
3085.88263607,  0.09900000, -0.09900000, -0.00330000,  0.00330000,
3085.98356080,  0.09770000, -0.09770000,  0.01310000, -0.01310000,
3086.08274436,  0.11210000, -0.11210000,  0.00450000, -0.00450000,
3086.18217707,  0.10530000, -0.10530000, -0.00090000,  0.00090000,
3086.28300905,  0.11390000, -0.11390000, -0.01840000,  0.01840000,
3086.38287354,  0.11910000, -0.11910000, -0.01130000,  0.01130000,
3086.48231602,  0.11770000, -0.11770000, -0.01740000,  0.01740000,
3086.58230734,  0.11420000, -0.11420000, -0.01900000,  0.01900000,
3086.68252015,  0.11760000, -0.11760000, -0.01700000,  0.01700000,
3086.78392863,  0.11670000, -0.11670000, -0.01890000,  0.01890000,
3086.88235307,  0.12000000, -0.12000000, -0.03610000,  0.03610000,
3086.98250937,  0.11890000, -0.11890000, -0.02360000,  0.02360000,
3087.08255100,  0.12020000, -0.12020000, -0.01710000,  0.01710000,
3087.18361402,  0.11300000, -0.11300000, -0.01870000,  0.01870000,
3087.28260303,  0.12390000, -0.12390000, -0.01800000,  0.01800000,
3087.38409376,  0.11760000, -0.11760000, -0.02520000,  0.02520000,
3087.48282337,  0.12130000, -0.12130000, -0.02190000,  0.02190000,
3087.58343124,  0.12320000, -0.12320000, -0.01360000,  0.01360000,
3087.68259883,  0.12110000, -0.12110000, -0.00810000,  0.00810000,
3087.78220510,  0.12250000, -0.12250000, -0.00810000,  0.00810000,
3087.88351965,  0.13370000, -0.13370000, -0.01590000,  0.01590000,
3087.98317647,  0.13660000, -0.13660000, -0.01210000,  0.01210000,
3088.08283806,  0.14400000, -0.14400000, -0.01140000,  0.01140000,
3088.18242955,  0.14620000, -0.14620000,  0.00230000, -0.00230000,
3088.28312731,  0.15120000, -0.15120000, -0.00120000,  0.00120000,
3088.38341498,  0.14990000, -0.14990000,  0.00470000, -0.00470000,
3088.48369169,  0.15100000, -0.15100000,  0.01120000, -0.01120000,
3088.58256555,  0.15280000, -0.15280000,  0.01530000, -0.01530000,
3088.68212938,  0.15240000, -0.15240000,  0.01760000, -0.01760000,
3088.78375959,  0.14010000, -0.14010000,  0.00830000, -0.00830000,
3088.88355160,  0.14420000, -0.14420000, -0.00190000,  0.00190000,
3088.98270679,  0.13340000, -0.13340000, -0.00660000,  0.00660000,
3089.08303595,  0.12760000, -0.12760000, -0.00270000,  0.00270000,
3089.18271589,  0.11500000, -0.11500000, -0.00270000,  0.00270000,
3089.28252387,  0.11480000, -0.11480000, -0.00290000,  0.00290000,
3089.38268590,  0.10830000, -0.10830000,  0.01060000, -0.01060000,
3089.48291993,  0.09690000, -0.09690000,  0.00130000, -0.00130000,
3089.58215427,  0.08400000, -0.08400000,  0.00610000, -0.00610000,
3089.68390965,  0.10220000, -0.10220000,  0.00210000, -0.00210000,
3089.78250360,  0.09840000, -0.09840000,  0.00450000, -0.00450000,
3089.88331175,  0.10690000, -0.10690000, -0.01130000,  0.01130000,
3089.98276925,  0.11600000, -0.11600000, -0.01470000,  0.01470000,
3090.08307338,  0.12850000, -0.12850000, -0.00900000,  0.00900000,
3090.18225169,  0.12790000, -0.12790000, -0.00250000,  0.00250000,
3090.28253174,  0.14030000, -0.14030000, -0.01230000,  0.01230000,
3090.38346791,  0.13070000, -0.13070000, -0.01820000,  0.01820000,
3090.48220921,  0.12980000, -0.12980000, -0.02040000,  0.02040000,
3090.58322406,  0.11210000, -0.11210000, -0.01630000,  0.01630000,
3090.68286300,  0.10830000, -0.10830000, -0.01400000,  0.01400000,
3090.78234148,  0.09810000, -0.09810000, -0.00700000,  0.00700000,
3090.88326025,  0.10090000, -0.10090000, -0.00200000,  0.00200000,
3090.98319387,  0.09180000, -0.09180000, -0.01220000,  0.01220000,
3091.08218646,  0.08530000, -0.08530000, -0.01200000,  0.01200000,
3091.18253756,  0.08790000, -0.08790000, -0.00900000,  0.00900000,
3091.28307652,  0.09110000, -0.09110000, -0.01040000,  0.01040000,
3091.38264060,  0.09140000, -0.09140000, -0.01190000,  0.01190000,
3091.48383689,  0.10730000, -0.10730000, -0.00920000,  0.00920000,
3091.58245325,  0.12010000, -0.12010000, -0.01020000,  0.01020000,
3091.68330050,  0.13730000, -0.13730000, -0.00650000,  0.00650000,
3091.78315258,  0.13770000, -0.13770000, -0.01250000,  0.01250000,
3091.88262320,  0.14480000, -0.14480000, -0.00710000,  0.00710000,
3091.98244786,  0.14970000, -0.14970000, -0.00230000,  0.00230000,
3092.08290744,  0.14780000, -0.14780000,  0.00670000, -0.00670000,
3092.18464398,  0.14860000, -0.14860000,  0.01490000, -0.01490000,
3092.28215313,  0.16220000, -0.16220000,  0.03860000, -0.03860000,
3092.38240647,  0.15350000, -0.15350000,  0.03300000, -0.03300000,
3092.48238897,  0.14880000, -0.14880000,  0.03340000, -0.03340000,
3092.58243489,  0.13740000, -0.13740000,  0.01120000, -0.01120000,
3092.68347073,  0.14390000, -0.14390000,  0.00130000, -0.00130000,
3092.78328848,  0.14530000, -0.14530000,  0.00540000, -0.00540000,
3092.88314724,  0.12960000, -0.12960000,  0.01500000, -0.01500000,
3092.98266959,  0.12820000, -0.12820000,  0.00890000, -0.00890000,
3093.08284521,  0.12580000, -0.12580000,  0.00640000, -0.00640000,
3093.18318677,  0.11780000, -0.11780000, -0.00230000,  0.00230000,
3093.28245664,  0.10790000, -0.10790000, -0.01620000,  0.01620000,
3093.38398123,  0.10020000, -0.10020000, -0.03330000,  0.03330000,
3093.48337555,  0.09620000, -0.09620000, -0.03670000,  0.03670000,
3093.58241367,  0.08400000, -0.08400000, -0.01930000,  0.01930000,
3093.68244123,  0.09110000, -0.09110000,  0.00470000, -0.00470000,
3093.78239560,  0.08890000, -0.08890000,  0.00910000, -0.00910000,
3093.88217473,  0.09700000, -0.09700000,  0.00340000, -0.00340000,
3093.98329735,  0.10170000, -0.10170000, -0.00020000,  0.00020000,
3094.08405066,  0.10380000, -0.10380000, -0.00480000,  0.00480000,
3094.18418527,  0.09790000, -0.09790000, -0.00660000,  0.00660000,
3094.28258133,  0.09810000, -0.09810000, -0.00740000,  0.00740000,
3094.38336945,  0.09540000, -0.09540000, -0.00250000,  0.00250000,
3094.48326278,  0.10950000, -0.10950000,  0.00490000, -0.00490000,
3094.58250237,  0.11190000, -0.11190000,  0.00610000, -0.00610000,
3094.68252397,  0.11190000, -0.11190000,  0.00910000, -0.00910000,
3094.78230286,  0.11120000, -0.11120000,  0.00580000, -0.00580000,
3094.88333392,  0.12200000, -0.12200000,  0.01560000, -0.01560000,
3094.98245597,  0.12420000, -0.12420000,  0.02480000, -0.02480000,
3095.08291721,  0.13440000, -0.13440000,  0.01970000, -0.01970000,
3095.18273807,  0.13860000, -0.13860000,  0.02320000, -0.02320000,
3095.28227258,  0.14310000, -0.14310000,  0.01450000, -0.01450000,
3095.38280582,  0.14250000, -0.14250000,  0.00210000, -0.00210000,
3095.48286700,  0.14590000, -0.14590000,  0.00550000, -0.00550000,
3095.58345985,  0.13910000, -0.13910000,  0.01130000, -0.01130000,
3095.68239689,  0.14650000, -0.14650000, -0.00500000,  0.00500000,
3095.78296065,  0.14280000, -0.14280000,  0.00200000, -0.00200000,
3095.88250566,  0.14170000, -0.14170000, -0.00090000,  0.00090000,
3095.98254108,  0.13410000, -0.13410000,  0.00560000, -0.00560000,
3096.08236885,  0.13840000, -0.13840000,  0.00590000, -0.00590000,
3096.18302131,  0.12740000, -0.12740000, -0.01280000,  0.01280000,
3096.28536701,  0.13650000, -0.13650000, -0.03020000,  0.03020000,
3096.38242912,  0.13460000, -0.13460000, -0.03040000,  0.03040000,
3096.48348165,  0.15360000, -0.15360000, -0.03420000,  0.03420000,
3096.58228755,  0.14980000, -0.14980000, -0.03160000,  0.03160000,
3096.68283343,  0.14220000, -0.14220000, -0.02890000,  0.02890000,
3096.78265381,  0.12970000, -0.12970000, -0.02850000,  0.02850000,
3096.88451958,  0.12090000, -0.12090000, -0.02700000,  0.02700000,
3096.98255324,  0.11320000, -0.11320000, -0.04170000,  0.04170000,
3097.08324027,  0.10350000, -0.10350000, -0.03560000,  0.03560000,
3097.18329811,  0.09630000, -0.09630000, -0.03180000,  0.03180000,
3097.28343558,  0.09880000, -0.09880000, -0.02890000,  0.02890000,
3097.38287473,  0.08620000, -0.08620000, -0.02500000,  0.02500000,
3097.48360586,  0.09100000, -0.09100000, -0.02850000,  0.02850000,
3097.58383512,  0.08290000, -0.08290000, -0.01460000,  0.01460000,
3097.68241858,  0.08550000, -0.08550000, -0.00520000,  0.00520000,
3097.78328657,  0.07860000, -0.07860000, -0.00220000,  0.00220000,
3097.88294363,  0.08630000, -0.08630000,  0.01610000, -0.01610000,
3097.98246479,  0.09570000, -0.09570000,  0.02810000, -0.02810000,
3098.08229589,  0.10070000, -0.10070000,  0.02550000, -0.02550000,
3098.18360901,  0.10720000, -0.10720000,  0.02830000, -0.02830000,
3098.28448653,  0.12090000, -0.12090000,  0.02300000, -0.02300000,
3098.38298750,  0.12930000, -0.12930000,  0.01260000, -0.01260000,
3098.48460650,  0.13860000, -0.13860000,  0.00540000, -0.00540000,
3098.58244276,  0.14040000, -0.14040000, -0.00170000,  0.00170000,
3098.68243766,  0.15750000, -0.15750000,  0.02060000, -0.02060000,
3098.78250766,  0.14000000, -0.14000000,  0.03650000, -0.03650000,
3098.88266420,  0.13620000, -0.13620000,  0.02750000, -0.02750000,
3098.98248482,  0.13040000, -0.13040000,  0.02220000, -0.02220000,
3099.08262348,  0.13520000, -0.13520000,  0.01280000, -0.01280000,
3099.18379927,  0.12990000, -0.12990000, -0.00030000,  0.00030000,
3099.28234959,  0.13270000, -0.13270000, -0.00560000,  0.00560000,
3099.38256383,  0.13230000, -0.13230000, -0.00360000,  0.00360000,
3099.48270941,  0.13770000, -0.13770000, -0.00560000,  0.00560000,
3099.58420944,  0.13590000, -0.13590000, -0.00760000,  0.00760000,
3099.68367600,  0.13450000, -0.13450000, -0.00790000,  0.00790000,
3099.78370476,  0.12940000, -0.12940000, -0.00300000,  0.00300000,
3099.88346791,  0.13270000, -0.13270000, -0.00580000,  0.00580000,
3099.98389792,  0.12140000, -0.12140000, -0.00930000,  0.00930000,
3100.08248615,  0.11480000, -0.11480000, -0.01290000,  0.01290000,
3100.18361640,  0.11480000, -0.11480000, -0.02160000,  0.02160000,
3100.28245997,  0.11670000, -0.11670000, -0.02210000,  0.02210000,
3100.38251615,  0.10770000, -0.10770000, -0.02030000,  0.02030000,
3100.48237228,  0.11640000, -0.11640000, -0.01880000,  0.01880000,
3100.58420110,  0.11480000, -0.11480000, -0.01620000,  0.01620000,
3100.68225694,  0.11680000, -0.11680000, -0.01610000,  0.01610000,
3100.78239655,  0.11680000, -0.11680000, -0.01970000,  0.01970000,
3100.88299012,  0.12500000, -0.12500000, -0.00800000,  0.00800000,
3100.98373604,  0.12850000, -0.12850000,  0.00880000, -0.00880000,
3101.08287549,  0.13410000, -0.13410000,  0.03000000, -0.03000000,
3101.18242955,  0.13610000, -0.13610000,  0.02540000, -0.02540000,
3101.28242254,  0.14710000, -0.14710000,  0.01870000, -0.01870000,
3101.38228464,  0.15990000, -0.15990000,  0.00720000, -0.00720000,
3101.48348927,  0.15920000, -0.15920000,  0.00130000, -0.00130000,
3101.58249187,  0.14590000, -0.14590000, -0.00620000,  0.00620000,
3101.68345857,  0.14440000, -0.14440000,  0.00010000, -0.00010000,
3101.78368425,  0.13310000, -0.13310000,  0.00250000, -0.00250000,
3101.88272595,  0.12090000, -0.12090000,  0.00760000, -0.00760000,
3101.98228860,  0.11790000, -0.11790000,  0.01340000, -0.01340000,
3102.08269215,  0.11770000, -0.11770000,  0.01320000, -0.01320000,
3102.18232203,  0.10320000, -0.10320000,  0.00750000, -0.00750000,
3102.28309083,  0.11030000, -0.11030000, -0.00220000,  0.00220000,
3102.38346291,  0.10430000, -0.10430000, -0.02450000,  0.02450000,
3102.48269534,  0.10190000, -0.10190000, -0.02730000,  0.02730000,
3102.58236551,  0.10070000, -0.10070000, -0.02010000,  0.02010000,
3102.68207026,  0.11600000, -0.11600000, -0.01320000,  0.01320000,
3102.78300548,  0.12780000, -0.12780000, -0.01810000,  0.01810000,
3102.88427830,  0.13720000, -0.13720000, -0.00920000,  0.00920000,
3102.98256731,  0.13160000, -0.13160000, -0.01220000,  0.01220000,
3103.08353209,  0.12210000, -0.12210000, -0.01250000,  0.01250000,
3103.18279505,  0.10960000, -0.10960000,  0.00230000, -0.00230000,
3103.28248668,  0.10480000, -0.10480000,  0.01060000, -0.01060000,
3103.38229609,  0.10580000, -0.10580000,  0.01180000, -0.01180000,
3103.48256588,  0.10530000, -0.10530000,  0.02210000, -0.02210000,
3103.58353543,  0.11040000, -0.11040000,  0.02190000, -0.02190000,
3103.68236208,  0.10740000, -0.10740000,  0.01710000, -0.01710000,
3103.78347468,  0.10690000, -0.10690000,  0.01970000, -0.01970000,
3103.88367391,  0.11230000, -0.11230000,  0.02570000, -0.02570000,
3103.98249722,  0.10180000, -0.10180000,  0.02240000, -0.02240000,
3104.08377028,  0.11790000, -0.11790000,  0.02190000, -0.02190000,
3104.18351316,  0.12180000, -0.12180000,  0.01540000, -0.01540000,
3104.28231502,  0.12450000, -0.12450000, -0.00530000,  0.00530000,
3104.38284922,  0.12330000, -0.12330000, -0.00880000,  0.00880000,
3104.48487878,  0.12590000, -0.12590000, -0.01250000,  0.01250000,
3104.58229494,  0.14430000, -0.14430000, -0.01250000,  0.01250000,
3104.68289423,  0.15680000, -0.15680000, -0.01840000,  0.01840000,
3104.78346086,  0.15150000, -0.15150000, -0.01520000,  0.01520000,
3104.88320994,  0.14830000, -0.14830000, -0.00800000,  0.00800000,
3104.98237634,  0.13650000, -0.13650000, -0.00830000,  0.00830000,
3105.08290935,  0.13670000, -0.13670000, -0.00200000,  0.00200000,
3105.18227220,  0.11920000, -0.11920000, -0.01010000,  0.01010000,
3105.28253365,  0.11260000, -0.11260000, -0.01260000,  0.01260000,
3105.38244176,  0.10620000, -0.10620000, -0.00550000,  0.00550000,
3105.48243165,  0.10550000, -0.10550000, -0.00580000,  0.00580000,
3105.58258438,  0.09380000, -0.09380000,  0.01200000, -0.01200000,
3105.68278670,  0.09430000, -0.09430000,  0.00130000, -0.00130000,
3105.78255582,  0.08500000, -0.08500000, -0.01140000,  0.01140000,
3105.88411307,  0.09570000, -0.09570000, -0.01020000,  0.01020000,
3105.98416543,  0.09210000, -0.09210000, -0.00870000,  0.00870000,
3106.08328438,  0.08660000, -0.08660000, -0.00120000,  0.00120000,
3106.18269205,  0.09990000, -0.09990000, -0.00460000,  0.00460000,
3106.28350019,  0.11870000, -0.11870000, -0.00130000,  0.00130000,
3106.38373971,  0.12880000, -0.12880000, -0.01710000,  0.01710000,
3106.48303914,  0.14240000, -0.14240000, -0.03450000,  0.03450000,
3106.58290863,  0.15300000, -0.15300000, -0.02570000,  0.02570000,
3106.68313885,  0.16070000, -0.16070000, -0.01380000,  0.01380000,
3106.78223896,  0.15270000, -0.15270000, -0.00660000,  0.00660000,
3106.88281035,  0.14580000, -0.14580000, -0.00270000,  0.00270000,
3106.98376632,  0.12990000, -0.12990000, -0.00540000,  0.00540000,
3107.08275485,  0.12170000, -0.12170000, -0.01410000,  0.01410000,
3107.18370986,  0.11110000, -0.11110000, -0.01960000,  0.01960000,
3107.28235626,  0.11760000, -0.11760000, -0.01210000,  0.01210000,
3107.38393641,  0.11050000, -0.11050000, -0.01250000,  0.01250000,
3107.48264217,  0.11290000, -0.11290000, -0.00870000,  0.00870000,
3107.58324337,  0.11020000, -0.11020000, -0.01360000,  0.01360000,
3107.68334150,  0.11650000, -0.11650000, -0.00960000,  0.00960000,
3107.78247070,  0.12280000, -0.12280000, -0.01030000,  0.01030000,
3107.88284302,  0.12500000, -0.12500000, -0.00460000,  0.00460000,
3107.98228168,  0.13220000, -0.13220000,  0.00120000, -0.00120000,
3108.08235312,  0.13150000, -0.13150000, -0.00290000,  0.00290000,
3108.18336916,  0.12560000, -0.12560000, -0.00610000,  0.00610000,
3108.28330231,  0.13080000, -0.13080000, -0.00670000,  0.00670000,
3108.38277626,  0.11800000, -0.11800000, -0.00840000,  0.00840000,
